Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-7o5e,branch-slr6,branch-ll18,branch-nsxn,randomiser-qxk8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: participant proceeds,Store: experiment ends,Store: participant proceeds.,Store: experiment ends.,Store: consent
5,1750960609120,26/06/2025 17:56:49,1750939009120,-6,26/06/2025 05:56:49,232446,10,questionnaire-ybb8,,47653700,BLIND,13735293,,complete,,685d87dd1570c3177fe10d6f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,676d800c5499f924389756b5,,,ID,1,object-55,,,,,I agree
6,1750960609120,26/06/2025 17:56:49,1750939009120,-6,26/06/2025 05:56:49,232446,10,questionnaire-ybb8,,47653700,BLIND,13735293,,complete,,685d87dd1570c3177fe10d6f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,26963,,,,,,,,,
1,1750960863882,26/06/2025 18:01:03,1750942863882,-5,26/06/2025 08:01:03,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750960926386,26/06/2025 18:02:06,1750942926386,-5,26/06/2025 08:02:06,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
3,1750960940714,26/06/2025 18:02:20,1750942940714,-5,26/06/2025 08:02:20,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750960940714,26/06/2025 18:02:20,1750942940714,-5,26/06/2025 08:02:20,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1750960940714,26/06/2025 18:02:20,1750942940714,-5,26/06/2025 08:02:20,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,675f4880d357baddb38a9c2c,,,ID,1,object-55,,,,,I agree
6,1750960940715,26/06/2025 18:02:20,1750942940715,-5,26/06/2025 08:02:20,232446,10,questionnaire-ybb8,,47653786,BLIND,13735314,,complete,,685d8abcea3bba217f5a161f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1600x900,1600x739,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,76783,,,,,,,,,
1,1750961008389,26/06/2025 18:03:28,1750946608389,-4,26/06/2025 10:03:28,232446,10,questionnaire-ybb8,,47653821,BLIND,13735325,,complete,,685d8b2a003ea9dcd7b10f3e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750961720106,26/06/2025 18:15:20,1750947320106,-4,26/06/2025 10:15:20,232446,10,questionnaire-ybb8,,47653821,BLIND,13735325,,complete,,685d8b2a003ea9dcd7b10f3e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750961720106,26/06/2025 18:15:20,1750947320106,-4,26/06/2025 10:15:20,232446,10,questionnaire-ybb8,,47653821,BLIND,13735325,,complete,,685d8b2a003ea9dcd7b10f3e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750961720106,26/06/2025 18:15:20,1750947320106,-4,26/06/2025 10:15:20,232446,10,questionnaire-ybb8,,47653821,BLIND,13735325,,complete,,685d8b2a003ea9dcd7b10f3e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67da14ccd38d6a25f0c0c531,,,ID,1,object-55,,,,,I agree
5,1750961720107,26/06/2025 18:15:20,1750947320107,-4,26/06/2025 10:15:20,232446,10,questionnaire-ybb8,,47653821,BLIND,13735325,,complete,,685d8b2a003ea9dcd7b10f3e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,711621,,,,,,,,,
1,1750961290383,26/06/2025 18:08:10,1750946890383,-4,26/06/2025 10:08:10,232446,10,questionnaire-ybb8,,47653921,BLIND,13735344,,complete,,685d8c76dc1924776b642e78,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750961352610,26/06/2025 18:09:12,1750946952610,-4,26/06/2025 10:09:12,232446,10,questionnaire-ybb8,,47653921,BLIND,13735344,,complete,,685d8c76dc1924776b642e78,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750961352610,26/06/2025 18:09:12,1750946952610,-4,26/06/2025 10:09:12,232446,10,questionnaire-ybb8,,47653921,BLIND,13735344,,complete,,685d8c76dc1924776b642e78,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750961352610,26/06/2025 18:09:12,1750946952610,-4,26/06/2025 10:09:12,232446,10,questionnaire-ybb8,,47653921,BLIND,13735344,,complete,,685d8c76dc1924776b642e78,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,655b6a0d11066d07716ab0b5,,,ID,1,object-55,,,,,I agree
5,1750961352611,26/06/2025 18:09:12,1750946952611,-4,26/06/2025 10:09:12,232446,10,questionnaire-ybb8,,47653921,BLIND,13735344,,complete,,685d8c76dc1924776b642e78,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,62181,,,,,,,,,
1,1750962890919,26/06/2025 18:34:50,1750948490919,-4,26/06/2025 10:34:50,232446,10,questionnaire-ybb8,,47654620,BLIND,13735469,,complete,,685d923c6a2445749b0e227c,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1178x663,1600x773,,,0,Consent Form session 1,5,participant proceeds,second try,participant proceeds,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750962931807,26/06/2025 18:35:31,1750948531807,-4,26/06/2025 10:35:31,232446,10,questionnaire-ybb8,,47654620,BLIND,13735469,,complete,,685d923c6a2445749b0e227c,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1178x663,1600x773,,,0,Consent Form session 1,5,participant proceeds,second try,participant proceeds,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750962931807,26/06/2025 18:35:31,1750948531807,-4,26/06/2025 10:35:31,232446,10,questionnaire-ybb8,,47654620,BLIND,13735469,,complete,,685d923c6a2445749b0e227c,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1178x663,1600x773,,,0,Consent Form session 1,5,participant proceeds,second try,participant proceeds,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750962931807,26/06/2025 18:35:31,1750948531807,-4,26/06/2025 10:35:31,232446,10,questionnaire-ybb8,,47654620,BLIND,13735469,,complete,,685d923c6a2445749b0e227c,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1178x663,1600x773,,,0,Consent Form session 1,5,participant proceeds,second try,participant proceeds,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67be05692b18b631ece5fd2e,,,ID,1,object-55,,,,,I agree
5,1750962931808,26/06/2025 18:35:31,1750948531808,-4,26/06/2025 10:35:31,232446,10,questionnaire-ybb8,,47654620,BLIND,13735469,,complete,,685d923c6a2445749b0e227c,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1178x663,1600x773,,,0,Consent Form session 1,5,participant proceeds,second try,participant proceeds,,beer_pier,,,,,info,,END,40820,,,,,,,,,
1,1750973186391,26/06/2025 21:26:26,1750947986391,-7,26/06/2025 07:26:26,232446,10,questionnaire-ybb8,,47657358,BLIND,13736034,,complete,,685da62314ad80092241d2aa,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x953,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750973268145,26/06/2025 21:27:48,1750948068145,-7,26/06/2025 07:27:48,232446,10,questionnaire-ybb8,,47657358,BLIND,13736034,,complete,,685da62314ad80092241d2aa,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x953,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750973268146,26/06/2025 21:27:48,1750948068146,-7,26/06/2025 07:27:48,232446,10,questionnaire-ybb8,,47657358,BLIND,13736034,,complete,,685da62314ad80092241d2aa,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x953,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750973268146,26/06/2025 21:27:48,1750948068146,-7,26/06/2025 07:27:48,232446,10,questionnaire-ybb8,,47657358,BLIND,13736034,,complete,,685da62314ad80092241d2aa,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x953,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,63e5b3e89a3823139cb9d35e,,,ID,1,object-55,,,,,I agree
5,1750973268146,26/06/2025 21:27:48,1750948068146,-7,26/06/2025 07:27:48,232446,10,questionnaire-ybb8,,47657358,BLIND,13736034,,complete,,685da62314ad80092241d2aa,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x953,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,81735,,,,,,,,,
1,1751419718025,02/07/2025 01:28:38,1751401718025,-5,01/07/2025 15:28:38,232446,10,questionnaire-ybb8,,47739218,BLIND,13756447,,complete,,68648b3b4d5f65cd41784ac2,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1463x823,1171x553,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751419803721,02/07/2025 01:30:03,1751401803721,-5,01/07/2025 15:30:03,232446,10,questionnaire-ybb8,,47739218,BLIND,13756447,,complete,,68648b3b4d5f65cd41784ac2,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1463x823,1171x553,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751419803721,02/07/2025 01:30:03,1751401803721,-5,01/07/2025 15:30:03,232446,10,questionnaire-ybb8,,47739218,BLIND,13756447,,complete,,68648b3b4d5f65cd41784ac2,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1463x823,1171x553,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751419803722,02/07/2025 01:30:03,1751401803722,-5,01/07/2025 15:30:03,232446,10,questionnaire-ybb8,,47739218,BLIND,13756447,,complete,,68648b3b4d5f65cd41784ac2,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1463x823,1171x553,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,5f0a7dec44c42c19a6c9f6d9,,,ID,1,object-55,,,,,I agree
5,1751419803722,02/07/2025 01:30:03,1751401803722,-5,01/07/2025 15:30:03,232446,10,questionnaire-ybb8,,47739218,BLIND,13756447,,complete,,68648b3b4d5f65cd41784ac2,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1463x823,1171x553,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,85643,,,,,,,,,
1,1751419898251,02/07/2025 01:31:38,1751405498251,-4,01/07/2025 17:31:38,232446,10,questionnaire-ybb8,,47739227,BLIND,13756449,,complete,,68648b997518549435dc8334,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1280x1024,1366x679,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751420103548,02/07/2025 01:35:03,1751405703548,-4,01/07/2025 17:35:03,232446,10,questionnaire-ybb8,,47739227,BLIND,13756449,,complete,,68648b997518549435dc8334,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1280x1024,1366x679,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751420103548,02/07/2025 01:35:03,1751405703548,-4,01/07/2025 17:35:03,232446,10,questionnaire-ybb8,,47739227,BLIND,13756449,,complete,,68648b997518549435dc8334,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1280x1024,1366x679,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751420103549,02/07/2025 01:35:03,1751405703549,-4,01/07/2025 17:35:03,232446,10,questionnaire-ybb8,,47739227,BLIND,13756449,,complete,,68648b997518549435dc8334,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1280x1024,1366x679,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67d880a086a5333dbe11be13,,,ID,1,object-55,,,,,I agree
5,1751420103551,02/07/2025 01:35:03,1751405703551,-4,01/07/2025 17:35:03,232446,10,questionnaire-ybb8,,47739227,BLIND,13756449,,complete,,68648b997518549435dc8334,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1280x1024,1366x679,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,205206,,,,,,,,,
1,1751420109077,02/07/2025 01:35:09,1751405709077,-4,01/07/2025 17:35:09,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751421033638,02/07/2025 01:50:33,1751406633638,-4,01/07/2025 17:50:33,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
3,1751421042577,02/07/2025 01:50:42,1751406642577,-4,01/07/2025 17:50:42,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751421042578,02/07/2025 01:50:42,1751406642578,-4,01/07/2025 17:50:42,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1751421042578,02/07/2025 01:50:42,1751406642578,-4,01/07/2025 17:50:42,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,65298aca34ac384b783169d4,,,ID,1,object-55,,,,,I agree
6,1751421042578,02/07/2025 01:50:42,1751406642578,-4,01/07/2025 17:50:42,232446,10,questionnaire-ybb8,,47739237,BLIND,13756454,,complete,,68648c3656a8978634489d38,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,933482,,,,,,,,,
1,1751420168050,02/07/2025 01:36:08,1751402168050,-5,01/07/2025 15:36:08,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751420203924,02/07/2025 01:36:43,1751402203924,-5,01/07/2025 15:36:43,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
3,1751420216830,02/07/2025 01:36:56,1751402216830,-5,01/07/2025 15:36:56,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751420216830,02/07/2025 01:36:56,1751402216830,-5,01/07/2025 15:36:56,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1751420216830,02/07/2025 01:36:56,1751402216830,-5,01/07/2025 15:36:56,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,66463bc93e6f6e846ffb0b85,,,ID,1,object-55,,,,,I agree
6,1751420216831,02/07/2025 01:36:56,1751402216831,-5,01/07/2025 15:36:56,232446,10,questionnaire-ybb8,,47739244,BLIND,13756457,,complete,,68648cd6e647324937ce4ca9,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,48763,,,,,,,,,
1,1751420607101,02/07/2025 01:43:27,1751406207101,-4,01/07/2025 17:43:27,232446,10,questionnaire-ybb8,,47739274,BLIND,13756464,,complete,,68648e7d099c83ff4e03371f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,2560x1271,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751420629199,02/07/2025 01:43:49,1751406229199,-4,01/07/2025 17:43:49,232446,10,questionnaire-ybb8,,47739274,BLIND,13756464,,complete,,68648e7d099c83ff4e03371f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,2560x1271,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751420629199,02/07/2025 01:43:49,1751406229199,-4,01/07/2025 17:43:49,232446,10,questionnaire-ybb8,,47739274,BLIND,13756464,,complete,,68648e7d099c83ff4e03371f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,2560x1271,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751420629199,02/07/2025 01:43:49,1751406229199,-4,01/07/2025 17:43:49,232446,10,questionnaire-ybb8,,47739274,BLIND,13756464,,complete,,68648e7d099c83ff4e03371f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,2560x1271,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,6722e544617b4f90a6cbc061,,,ID,1,object-55,,,,,I agree
5,1751420629200,02/07/2025 01:43:49,1751406229200,-4,01/07/2025 17:43:49,232446,10,questionnaire-ybb8,,47739274,BLIND,13756464,,complete,,68648e7d099c83ff4e03371f,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,2560x1271,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,22071,,,,,,,,,
1,1751420676665,02/07/2025 01:44:36,1751402676665,-5,01/07/2025 15:44:36,232446,10,questionnaire-ybb8,,47739284,BLIND,13756467,,complete,,68648eeb47c1e4fbb7f726f6,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751420708113,02/07/2025 01:45:08,1751402708113,-5,01/07/2025 15:45:08,232446,10,questionnaire-ybb8,,47739284,BLIND,13756467,,complete,,68648eeb47c1e4fbb7f726f6,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751420708113,02/07/2025 01:45:08,1751402708113,-5,01/07/2025 15:45:08,232446,10,questionnaire-ybb8,,47739284,BLIND,13756467,,complete,,68648eeb47c1e4fbb7f726f6,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
